Land_ID,Farmer_ID,Land_Name,Area_Acres,Soil_Type,Irrigation_Type
418,209,Farm-418,1.65,Black,Drip
419,210,Farm-419,6.94,Red,Sprinkler
420,210,Farm-420,11.01,Sandy,Borewell
421,211,Farm-421,7.44,Sandy,Sprinkler
422,211,Farm-422,8.15,Sandy,Drip
423,212,Farm-423,1.81,Loamy,Drip
424,212,Farm-424,10.3,Loamy,Rain-fed
425,213,Farm-425,2.76,Sandy,Sprinkler
426,213,Farm-426,5.02,Loamy,Rain-fed
427,214,Farm-427,1.03,Black,Drip
428,214,Farm-428,10.42,Loamy,Rain-fed
429,215,Farm-429,3.9,Black,Sprinkler
430,215,Farm-430,2.62,Sandy,Sprinkler
431,216,Farm-431,9.12,Red,Canal
432,216,Farm-432,8.15,Clay,Rain-fed
433,217,Farm-433,6.03,Loamy,Rain-fed
434,217,Farm-434,10.81,Clay,Borewell
435,218,Farm-435,5.99,Clay,Canal
436,218,Farm-436,4.51,Sandy,Borewell
437,219,Farm-437,8.41,Sandy,Borewell
438,219,Farm-438,9.9,Sandy,Canal
439,220,Farm-439,8.24,Loamy,Borewell
440,220,Farm-440,10.51,Black,Canal
441,221,Farm-441,10.75,Clay,Drip
442,221,Farm-442,5.89,Clay,Drip
443,222,Farm-443,7.2,Red,Sprinkler
444,222,Farm-444,11.3,Black,Rain-fed
445,223,Farm-445,7.32,Red,Drip
446,223,Farm-446,3.78,Red,Canal
447,224,Farm-447,5.67,Sandy,Drip
448,224,Farm-448,2.79,Black,Drip
449,225,Farm-449,8.04,Loamy,Borewell
450,225,Farm-450,9.58,Loamy,Rain-fed
451,226,Farm-451,6.88,Loamy,Drip
452,226,Farm-452,3.66,Loamy,Rain-fed
453,227,Farm-453,1.85,Black,Sprinkler
454,227,Farm-454,8.22,Clay,Drip
455,228,Farm-455,1.7,Sandy,Canal
456,228,Farm-456,1.29,Clay,Borewell
457,229,Farm-457,7.23,Sandy,Canal
458,229,Farm-458,2.16,Black,Drip
459,230,Farm-459,11.29,Red,Borewell
460,230,Farm-460,11.6,Black,Rain-fed
461,231,Farm-461,7.22,Sandy,Borewell
462,231,Farm-462,11.97,Loamy,Borewell
463,232,Farm-463,11.01,Clay,Sprinkler
464,232,Farm-464,9.36,Loamy,Drip
465,233,Farm-465,7.25,Red,Drip
466,233,Farm-466,5.74,Red,Drip
467,234,Farm-467,9.09,Clay,Rain-fed
468,234,Farm-468,9.65,Red,Sprinkler
469,235,Farm-469,8.97,Red,Sprinkler
470,235,Farm-470,8.81,Red,Canal
471,236,Farm-471,5.92,Black,Borewell
472,236,Farm-472,1.28,Red,Drip
473,237,Farm-473,6.86,Black,Sprinkler
474,237,Farm-474,2.16,Red,Canal
475,238,Farm-475,1.78,Loamy,Rain-fed
476,238,Farm-476,5.88,Black,Rain-fed
477,239,Farm-477,6.5,Sandy,Sprinkler
478,239,Farm-478,5.27,Loamy,Rain-fed
479,240,Farm-479,1.2,Sandy,Canal
480,240,Farm-480,11.67,Black,Drip
481,241,Farm-481,4.87,Black,Sprinkler
482,241,Farm-482,9.17,Red,Borewell
483,242,Farm-483,9.76,Clay,Drip
484,242,Farm-484,2.46,Loamy,Sprinkler
485,243,Farm-485,3.47,Black,Rain-fed
486,243,Farm-486,2.44,Sandy,Rain-fed
487,244,Farm-487,7.42,Sandy,Canal
488,244,Farm-488,8.06,Sandy,Drip
489,245,Farm-489,4.68,Clay,Drip
490,245,Farm-490,6.88,Sandy,Borewell
491,246,Farm-491,1.73,Black,Sprinkler
492,246,Farm-492,5.58,Red,Sprinkler
493,247,Farm-493,5.13,Sandy,Sprinkler
494,247,Farm-494,3.22,Sandy,Drip
495,248,Farm-495,3.45,Black,Drip
496,248,Farm-496,6.36,Sandy,Canal
497,249,Farm-497,11.42,Red,Canal
498,249,Farm-498,11.9,Sandy,Sprinkler
499,250,Farm-499,9.72,Clay,Canal
500,250,Farm-500,4.93,Loamy,Rain-fed
501,251,Farm-501,1.86,Red,Sprinkler
502,251,Farm-502,3.84,Loamy,Rain-fed
503,252,Farm-503,2.39,Loamy,Drip
504,252,Farm-504,7.31,Sandy,Drip
505,253,Farm-505,3.47,Black,Rain-fed
506,253,Farm-506,1.07,Red,Sprinkler
507,254,Farm-507,8.95,Loamy,Borewell
508,254,Farm-508,10.33,Black,Canal
509,255,Farm-509,11.49,Sandy,Canal
510,255,Farm-510,3.75,Loamy,Drip
511,256,Farm-511,8.09,Sandy,Borewell
512,256,Farm-512,11.06,Red,Drip
513,257,Farm-513,6.17,Loamy,Drip
514,257,Farm-514,8.9,Sandy,Sprinkler
515,258,Farm-515,4.4,Clay,Sprinkler
516,258,Farm-516,11.83,Clay,Drip
517,259,Farm-517,5.27,Red,Drip
518,259,Farm-518,3.82,Clay,Drip
519,260,Farm-519,3.71,Loamy,Rain-fed
520,260,Farm-520,2.84,Black,Rain-fed
521,261,Farm-521,4.56,Red,Drip
522,261,Farm-522,3.05,Black,Rain-fed
523,262,Farm-523,1.13,Sandy,Rain-fed
524,262,Farm-524,2.04,Clay,Rain-fed
525,263,Farm-525,11.95,Loamy,Drip
526,263,Farm-526,9.14,Clay,Drip
527,264,Farm-527,3.59,Black,Canal
528,264,Farm-528,8.18,Red,Borewell
529,265,Farm-529,4.9,Clay,Borewell
530,265,Farm-530,2.38,Sandy,Canal
531,266,Farm-531,6.21,Red,Sprinkler
532,266,Farm-532,2.03,Black,Canal
533,267,Farm-533,2.32,Clay,Sprinkler
534,267,Farm-534,1.58,Black,Borewell
535,268,Farm-535,8,Clay,Sprinkler
536,268,Farm-536,10.51,Clay,Rain-fed
537,269,Farm-537,11.52,Loamy,Borewell
538,269,Farm-538,6.38,Loamy,Drip
539,270,Farm-539,8.62,Clay,Borewell
540,270,Farm-540,2.48,Clay,Canal
541,271,Farm-541,1.85,Loamy,Sprinkler
542,271,Farm-542,7.31,Loamy,Canal
543,272,Farm-543,2.03,Black,Drip
544,272,Farm-544,7.18,Sandy,Canal
545,273,Farm-545,3,Loamy,Borewell
546,273,Farm-546,5.63,Sandy,Borewell
547,274,Farm-547,1.4,Clay,Drip
548,274,Farm-548,2.96,Clay,Canal
549,275,Farm-549,9.15,Black,Sprinkler
550,275,Farm-550,9.05,Red,Borewell
551,276,Farm-551,5.39,Red,Canal
552,276,Farm-552,7.39,Loamy,Canal
553,277,Farm-553,7.22,Clay,Sprinkler
554,277,Farm-554,8.46,Red,Borewell
555,278,Farm-555,5.19,Sandy,Rain-fed
556,278,Farm-556,2.99,Sandy,Sprinkler
557,279,Farm-557,7.41,Clay,Drip
558,279,Farm-558,1.22,Sandy,Sprinkler
559,280,Farm-559,4.46,Sandy,Rain-fed
560,280,Farm-560,10.03,Red,Canal
561,281,Farm-561,4.18,Black,Drip
562,281,Farm-562,6.61,Sandy,Drip
563,282,Farm-563,5.24,Red,Drip
564,282,Farm-564,4.91,Black,Drip
565,283,Farm-565,10.21,Black,Drip
566,283,Farm-566,4.4,Sandy,Borewell
567,284,Farm-567,1.27,Black,Sprinkler
568,284,Farm-568,7.79,Black,Sprinkler
569,285,Farm-569,2.76,Black,Drip
570,285,Farm-570,9.66,Red,Borewell
571,286,Farm-571,9.65,Clay,Drip
572,286,Farm-572,6.68,Clay,Sprinkler
573,287,Farm-573,8.04,Sandy,Rain-fed
574,287,Farm-574,11.17,Sandy,Rain-fed
575,288,Farm-575,6.16,Sandy,Sprinkler
576,288,Farm-576,4.09,Red,Canal
577,289,Farm-577,11.3,Red,Rain-fed
578,289,Farm-578,1.02,Black,Drip
579,290,Farm-579,1.95,Clay,Borewell
580,290,Farm-580,7.02,Black,Drip
581,291,Farm-581,9.39,Clay,Rain-fed
582,291,Farm-582,1.34,Red,Borewell
583,292,Farm-583,2.12,Sandy,Borewell
584,292,Farm-584,1.48,Red,Rain-fed
585,293,Farm-585,6.73,Clay,Borewell
586,293,Farm-586,2.61,Black,Canal
587,294,Farm-587,8.46,Clay,Borewell
588,294,Farm-588,9.53,Loamy,Canal
589,295,Farm-589,3.96,Red,Sprinkler
590,295,Farm-590,8.42,Loamy,Borewell
591,296,Farm-591,8.75,Clay,Canal
592,296,Farm-592,1.7,Sandy,Borewell
593,297,Farm-593,5.84,Clay,Borewell
