Sales_ID,Production_ID,Market_ID,Sales_Date,Quantity_Sold_KG
73,37,11,2026-02-15,932.82
74,37,62,2026-02-15,932.82
75,38,23,2026-05-18,1735.08
76,38,36,2026-03-25,1735.07
77,39,26,2026-06-22,1691.16
78,39,38,2026-07-13,1691.16
79,40,44,2026-03-12,1636.61
80,40,46,2026-04-16,1636.62
81,41,34,2026-04-11,980.06
82,41,57,2026-02-03,980.05
83,42,17,2026-07-26,1500.87
84,42,61,2026-05-22,1500.87
85,43,5,2026-02-07,1009.63
86,43,51,2026-06-20,1009.63
87,44,42,2026-02-18,1970.04
88,44,41,2026-06-02,1970.04
89,45,28,2026-06-19,1068.6
90,45,53,2026-05-07,1068.6
91,46,50,2026-02-09,1496.85
92,46,13,2026-01-24,1496.84
93,47,2,2026-02-10,1044.82
94,47,8,2026-03-20,1044.83
95,48,39,2026-04-08,999.13
96,48,40,2026-01-18,999.13
97,49,69,2026-03-27,1630
98,49,10,2026-03-12,1629.99
99,50,53,2026-06-07,822.75
100,50,69,2026-07-01,822.76
101,51,60,2026-06-23,1124.68
102,51,34,2026-05-12,1124.68
103,52,5,2026-07-07,1142.86
104,52,41,2026-05-16,1142.85
105,53,51,2026-07-07,933.33
106,53,41,2026-07-03,933.32
107,54,53,2026-07-13,567.54
108,54,56,2026-04-24,567.54
109,55,32,2026-05-14,488.56
110,55,23,2026-03-13,488.57
111,56,20,2026-03-17,1733.29
112,56,41,2026-03-20,1733.28
113,57,64,2026-07-03,1331.72
114,57,32,2026-05-01,1331.72
115,58,62,2026-01-14,974.24
116,58,34,2026-01-05,974.24
117,59,60,2026-04-20,1563.72
118,59,51,2026-01-16,1563.71
119,60,14,2026-05-05,1304.68
120,60,64,2026-03-02,1304.68
121,61,6,2026-05-28,1475.01
122,61,60,2026-04-18,1475.01
123,62,17,2026-05-18,1842.69
124,62,56,2026-05-25,1842.68
125,63,64,2026-05-01,1423.77
126,63,21,2026-01-28,1423.78
127,64,12,2026-06-23,419.21
128,64,30,2026-02-16,419.21
129,65,40,2026-05-09,734.15
130,65,21,2026-06-27,734.16
131,66,60,2026-04-04,1032.81
132,66,67,2026-06-01,1032.8
133,67,51,2026-07-02,1343.69
134,67,27,2026-03-19,1343.68
135,68,59,2026-03-20,588.12
136,68,31,2026-07-25,588.13
137,69,55,2026-05-13,551.77
138,69,62,2026-03-18,551.77
139,70,14,2026-05-24,1946.16
140,70,7,2026-07-20,1946.16
141,71,37,2026-03-06,842.11
142,71,7,2026-05-23,842.1
143,72,66,2026-06-13,1318
144,72,2,2026-04-21,1318
145,73,2,2026-01-09,1191.65
146,73,66,2026-07-16,1191.64
147,74,1,2026-07-28,449.84
148,74,26,2026-05-04,449.84
149,75,11,2026-03-10,1634.73
150,75,40,2026-05-21,1634.74
151,76,32,2026-04-20,1275.94
152,76,38,2026-06-07,1275.94
153,77,8,2026-07-04,1693.39
154,77,62,2026-07-03,1693.38
155,78,37,2026-01-21,803.17
156,78,13,2026-02-21,803.17
157,79,62,2026-07-09,1420.7
158,79,27,2026-02-01,1420.7
159,80,6,2026-06-06,1759.59
160,80,66,2026-02-12,1759.58
161,81,62,2026-06-10,1095.39
162,81,35,2026-06-03,1095.39
163,82,30,2026-07-14,996.23
164,82,27,2026-06-01,996.23
165,83,39,2026-03-17,768.5
166,83,40,2026-03-14,768.51
167,84,21,2026-04-06,1722.03
168,84,9,2026-05-12,1722.02
169,85,39,2026-04-19,1102.16
170,85,5,2026-07-07,1102.17
171,86,14,2026-06-10,1765.54
172,86,50,2026-01-03,1765.54
173,87,57,2026-04-24,1137.78
174,87,37,2026-03-01,1137.78
175,88,5,2026-01-01,1887.02
176,88,40,2026-04-15,1887.01
177,89,52,2026-05-10,1754.27
178,89,10,2026-07-21,1754.28
179,90,31,2026-06-11,1218.01
180,90,67,2026-06-16,1218.02
181,91,58,2026-06-09,1091.03
182,91,35,2026-02-09,1091.03
183,92,14,2026-01-20,412.66
184,92,6,2026-06-24,412.66
185,93,15,2026-05-24,826.17
186,93,31,2026-03-20,826.17
187,94,64,2026-05-18,1016.96
188,94,42,2026-07-25,1016.96
189,95,69,2026-07-11,633.3
190,95,55,2026-03-01,633.29
191,96,31,2026-04-21,587.99
192,96,17,2026-02-07,588
193,97,14,2026-03-27,451.66
194,97,5,2026-02-21,451.67
195,98,48,2026-07-23,690.91
196,98,12,2026-06-17,690.9
197,99,15,2026-06-22,868.15
198,99,64,2026-05-17,868.14
199,100,57,2026-05-12,1320.37
200,100,33,2026-05-01,1320.37
201,101,50,2026-07-19,1132.65
202,101,69,2026-07-17,1132.65
203,102,45,2026-01-01,1123.43
204,102,29,2026-07-02,1123.42
205,103,53,2026-04-12,425
206,103,16,2026-02-25,425.01
207,104,61,2026-03-01,1160.55
208,104,63,2026-03-14,1160.54
209,105,48,2026-04-22,1694.4
210,105,20,2026-06-13,1694.39
211,106,45,2026-02-18,614.84
212,106,31,2026-04-16,614.84
213,107,11,2026-04-10,1381.6
214,107,8,2026-03-04,1381.6
215,108,61,2026-01-17,1791.44
216,108,20,2026-01-03,1791.44
217,109,48,2026-01-04,524.73
218,109,5,2026-05-04,524.74
219,110,63,2026-05-28,1545.97
220,110,49,2026-02-28,1545.96
221,111,33,2026-02-12,1545.08
222,111,15,2026-06-28,1545.08
223,112,51,2026-05-11,1002.56
224,112,6,2026-04-10,1002.57
225,113,66,2026-07-10,483.06
226,113,5,2026-02-14,483.05
227,114,43,2026-02-16,1968.81
228,114,55,2026-02-14,1968.8
229,115,44,2026-07-13,1900.63
230,115,43,2026-06-26,1900.63
231,116,57,2026-02-14,1814.42
232,116,27,2026-04-07,1814.41
233,117,5,2026-02-22,403.45
234,117,19,2026-04-07,403.45
235,118,30,2026-01-20,1543
236,118,43,2026-05-06,1542.99
237,119,10,2026-02-19,1815.24
238,119,42,2026-06-24,1815.23
239,120,64,2026-06-01,1206
240,120,18,2026-02-20,1205.99
241,121,44,2026-04-19,1450.36
242,121,34,2026-06-22,1450.37
243,122,30,2026-04-14,1727.1
244,122,15,2026-03-14,1727.1
245,123,52,2026-01-14,529.91
246,123,57,2026-02-17,529.91
247,124,9,2026-06-21,1591.05
248,124,30,2026-04-03,1591.05
249,125,35,2026-06-20,1830.95
250,125,43,2026-02-09,1830.95
251,126,1,2026-06-25,1793.48
252,126,32,2026-07-28,1793.48
253,127,30,2026-01-05,1949.88
254,127,19,2026-07-23,1949.87
255,128,52,2026-07-27,1107.74
256,128,20,2026-07-14,1107.75
257,129,12,2026-07-11,965.05
258,129,31,2026-04-10,965.05
259,130,37,2026-02-22,1799.54
260,130,31,2026-06-16,1799.54
261,131,26,2026-07-20,1868.26
262,131,52,2026-03-14,1868.25
263,132,64,2026-01-18,1976.15
264,132,42,2026-05-08,1976.15
265,133,33,2026-04-11,1050.38
266,133,4,2026-03-09,1050.38
267,134,34,2026-07-12,1548.69
268,134,36,2026-07-24,1548.68
269,135,38,2026-01-21,1501.83
270,135,53,2026-02-04,1501.84
271,136,61,2026-01-14,1294.76
272,136,14,2026-01-01,1294.77
273,137,27,2026-01-27,647.85
274,137,50,2026-05-13,647.86
275,138,10,2026-06-23,1417.99
276,138,11,2026-02-14,1417.99
277,139,15,2026-07-19,1819.7
278,139,12,2026-07-03,1819.7
279,140,28,2026-01-28,1531.81
280,140,7,2026-05-09,1531.8
281,141,59,2026-04-07,775.95
282,141,39,2026-06-16,775.95
283,142,3,2026-01-27,644.68
284,142,43,2026-04-18,644.67
285,143,19,2026-05-28,1923.2
286,143,15,2026-01-03,1923.2
287,144,31,2026-04-24,1314.52
288,144,57,2026-07-21,1314.51
289,145,44,2026-05-19,756.51
290,145,57,2026-01-11,756.51
291,146,65,2026-05-26,1927.65
292,146,50,2026-06-15,1927.64
293,147,20,2026-05-07,1474.27
294,147,17,2026-05-19,1474.28
295,148,23,2026-01-08,1110.71
296,148,56,2026-03-03,1110.71
297,149,50,2026-01-27,1834.43
298,149,4,2026-04-07,1834.43
299,150,11,2026-01-27,998.74
300,150,44,2026-02-24,998.74
301,151,16,2026-03-07,593.4
302,151,23,2026-02-12,593.39
303,152,27,2026-07-08,1088.4
304,152,14,2026-04-28,1088.39
305,153,15,2026-06-10,1696.26
306,153,20,2026-01-05,1696.26
307,154,27,2026-02-26,1387.31
308,154,42,2026-05-22,1387.31
309,155,27,2026-07-12,820.78
310,155,45,2026-04-01,820.77
311,156,4,2026-06-22,1452.35
312,156,66,2026-02-23,1452.35
313,157,46,2026-06-03,1650.04
314,157,40,2026-07-07,1650.04
315,158,48,2026-04-23,1361.68
316,158,60,2026-03-05,1361.68
317,159,32,2026-04-21,1469.98
318,159,36,2026-04-05,1469.97
319,160,28,2026-07-03,1928.16
320,160,47,2026-06-20,1928.16
321,161,22,2026-04-03,1032.2
322,161,62,2026-04-06,1032.19
323,162,7,2026-04-10,1330.41
324,162,43,2026-06-20,1330.41
325,163,36,2026-04-11,1236.68
326,163,2,2026-02-14,1236.68
327,164,16,2026-05-10,1516.26
328,164,41,2026-07-09,1516.26
329,165,65,2026-07-02,1914.93
330,165,52,2026-04-15,1914.93
331,166,15,2026-06-21,1666.5
332,166,42,2026-02-23,1666.51
333,167,17,2026-03-07,1390.61
334,167,5,2026-05-27,1390.61
335,168,57,2026-06-13,651.93
336,168,42,2026-02-19,651.92
337,169,48,2026-05-12,1958.91
338,169,54,2026-05-15,1958.9
339,170,26,2026-03-04,1503.28
340,170,11,2026-06-11,1503.29
341,171,40,2026-04-13,922.57
342,171,65,2026-07-02,922.57
343,172,4,2026-01-14,1146.23
344,172,41,2026-07-03,1146.23
345,173,22,2026-06-19,575.98
346,173,62,2026-06-03,575.98
347,174,57,2026-07-04,728.22
348,174,66,2026-06-11,728.23
349,175,6,2026-07-21,1814.96
350,175,60,2026-02-24,1814.96
351,176,8,2026-05-23,1564.84
352,176,64,2026-07-09,1564.85
353,177,39,2026-05-12,1106.01
354,177,14,2026-01-05,1106
355,178,57,2026-04-06,1842.32
356,178,68,2026-03-18,1842.32
357,179,27,2026-05-22,535.13
358,179,63,2026-03-19,535.13
359,180,29,2026-02-17,703.28
360,180,67,2026-04-28,703.27
361,181,14,2026-05-16,1494.23
362,181,20,2026-06-23,1494.22
363,182,66,2026-01-05,1122.69
364,182,16,2026-05-13,1122.69
365,183,66,2026-01-21,1251.81
366,183,63,2026-01-06,1251.8
367,184,32,2026-04-04,1189.56
368,184,40,2026-05-07,1189.56
369,185,38,2026-02-05,1251.12
370,185,55,2026-04-12,1251.11
371,186,10,2026-02-11,1429.25
372,186,17,2026-02-18,1429.26
373,187,18,2026-02-02,1125.97
374,187,21,2026-01-04,1125.97
375,188,68,2026-04-13,825.21
376,188,16,2026-06-13,825.21
377,189,48,2026-06-02,1275.18
378,189,25,2026-02-02,1275.17
379,190,28,2026-04-06,661.76
380,190,51,2026-01-01,661.76
381,191,14,2026-04-17,590.07
382,191,39,2026-03-03,590.07
383,192,49,2026-05-20,1967.32
384,192,42,2026-07-28,1967.33
385,193,26,2026-03-22,1228.97
386,193,53,2026-05-15,1228.98
387,194,69,2026-04-09,1559.05
388,194,33,2026-04-25,1559.04
389,195,34,2026-04-16,635.61
390,195,16,2026-01-12,635.61
391,196,53,2026-04-26,1122.07
392,196,8,2026-03-01,1122.08
393,197,3,2026-07-20,1745.19
394,197,15,2026-05-24,1745.18
395,198,41,2026-03-19,1984.35
396,198,35,2026-04-13,1984.34
397,199,28,2026-03-24,527.18
398,199,20,2026-02-15,527.18
399,200,17,2026-07-24,1793.71
400,200,2,2026-07-23,1793.71
401,201,61,2026-06-02,438.4
402,201,49,2026-05-18,438.41
403,202,59,2026-02-02,1969.17
404,202,25,2026-05-17,1969.18
405,203,35,2026-07-19,982.8
406,203,35,2026-03-07,982.8
407,204,49,2026-05-11,1103.13
408,204,21,2026-02-01,1103.12
409,205,10,2026-06-04,1823.53
410,205,61,2026-06-11,1823.53
411,206,51,2026-01-18,704.45
412,206,7,2026-02-24,704.46
413,207,65,2026-02-23,1992.79
414,207,38,2026-05-28,1992.79
415,208,47,2026-01-08,455.16
416,208,12,2026-04-12,455.16
417,209,20,2026-02-03,1039.06
418,209,57,2026-02-15,1039.06
419,210,50,2026-06-17,1120.64
420,210,56,2026-07-10,1120.65
421,211,34,2026-05-24,1015.31
422,211,62,2026-01-18,1015.32
423,212,46,2026-07-04,1417.45
424,212,26,2026-02-22,1417.45
425,213,14,2026-06-26,1717.35
426,213,37,2026-06-25,1717.35
427,214,10,2026-02-09,1118.76
428,214,62,2026-01-22,1118.75
429,215,9,2026-06-04,1258.34
430,215,66,2026-04-09,1258.33
431,216,32,2026-03-27,739.5
432,216,4,2026-04-28,739.5
433,217,43,2026-05-14,1878.68
434,217,63,2026-01-14,1878.67
435,218,11,2026-02-10,1379.97
436,218,42,2026-05-23,1379.96
437,219,19,2026-04-14,517.04
438,219,33,2026-07-02,517.04
439,220,13,2026-03-26,595.82
440,220,38,2026-04-28,595.82
441,221,1,2026-05-08,1140.26
442,221,10,2026-02-06,1140.26
443,222,8,2026-06-15,1776.74
444,222,57,2026-03-08,1776.74
445,223,1,2026-07-28,1598.93
446,223,58,2026-06-05,1598.93
447,224,16,2026-03-14,1778.07
448,224,1,2026-05-09,1778.06
449,225,69,2026-06-25,753.72
450,225,7,2026-01-19,753.73
451,226,60,2026-03-21,1237.7
452,226,55,2026-05-04,1237.69
453,227,69,2026-01-10,1678.1
454,227,50,2026-06-25,1678.11
455,228,35,2026-07-02,1910.87
456,228,45,2026-03-07,1910.86
457,229,56,2026-01-03,948.44
458,229,67,2026-03-24,948.43
459,230,42,2026-04-28,1236.11
460,230,9,2026-06-21,1236.12
461,231,50,2026-04-10,878.46
462,231,68,2026-03-26,878.46
463,232,11,2026-06-21,999
464,232,20,2026-06-16,999.01
465,233,16,2026-07-16,777.97
466,233,3,2026-02-20,777.96
467,234,16,2026-04-15,1546.64
468,234,46,2026-03-12,1546.64
469,235,31,2026-06-01,1979.22
470,235,21,2026-01-01,1979.22
471,236,54,2026-04-24,866.3
472,236,5,2026-01-04,866.29
473,237,64,2026-02-22,1109.27
474,237,10,2026-01-15,1109.26
475,238,6,2026-06-27,1545.74
476,238,19,2026-01-18,1545.74
477,239,20,2026-02-19,1248.16
478,239,17,2026-02-25,1248.16
479,240,28,2026-05-09,1403.69
480,240,60,2026-06-20,1403.7
481,241,50,2026-03-02,1177.94
482,241,34,2026-01-26,1177.94
483,242,8,2026-05-15,1940.15
484,242,15,2026-07-18,1940.15
485,243,14,2026-06-11,674.98
486,243,10,2026-05-28,674.97
487,244,52,2026-01-06,1665.87
488,244,19,2026-05-10,1665.87
489,245,56,2026-03-07,1239.07
490,245,69,2026-02-16,1239.07
491,246,2,2026-03-12,868.92
492,246,61,2026-05-26,868.93
493,247,42,2026-06-07,860.71
494,247,49,2026-02-05,860.71
495,248,10,2026-06-07,1964.12
496,248,47,2026-05-09,1964.13
497,249,6,2026-06-02,1834.89
498,249,26,2026-05-16,1834.88
499,250,43,2026-01-24,1839.59
500,250,24,2026-05-28,1839.6
501,251,5,2026-06-08,547.76
502,251,63,2026-04-13,547.76
503,252,58,2026-03-17,616.59
504,252,66,2026-07-23,616.6
505,253,42,2026-04-11,1453.55
506,253,12,2026-06-11,1453.55
507,254,18,2026-06-15,1532.26
508,254,31,2026-07-13,1532.26
509,255,31,2026-02-15,1405.79
510,255,40,2026-04-14,1405.79
511,256,35,2026-04-11,1381.97
512,256,50,2026-02-05,1381.96
513,257,40,2026-06-05,1281.36
514,257,22,2026-05-18,1281.35
515,258,3,2026-05-08,1025.29
516,258,33,2026-04-13,1025.29
517,259,37,2026-01-04,1646.25
518,259,11,2026-07-01,1646.25
519,260,53,2026-02-17,1704.58
520,260,18,2026-05-08,1704.59
521,261,58,2026-02-16,1386.03
522,261,44,2026-07-12,1386.02
523,262,46,2026-04-02,1992.99
524,262,34,2026-03-17,1992.99
525,263,44,2026-01-27,785.39
526,263,58,2026-03-02,785.39
527,264,40,2026-01-08,478.1
528,264,9,2026-01-23,478.11
529,265,10,2026-02-14,1227.27
530,265,18,2026-06-01,1227.27
531,266,31,2026-06-02,623.63
532,266,40,2026-05-04,623.63
533,267,11,2026-02-06,1225.38
534,267,52,2026-05-17,1225.37
535,268,44,2026-07-19,673.96
536,268,37,2026-05-02,673.97
537,269,61,2026-06-24,950.51
538,269,43,2026-03-24,950.52
539,270,10,2026-05-03,1095.42
540,270,22,2026-03-01,1095.43
541,271,44,2026-03-13,797.3
542,271,2,2026-02-06,797.3
543,272,54,2026-04-20,1057.34
544,272,34,2026-06-25,1057.34
545,273,41,2026-06-09,1647.77
546,273,36,2026-05-03,1647.77
547,274,23,2026-05-24,1868.04
548,274,56,2026-06-26,1868.05
549,275,38,2026-07-13,1163.51
550,275,65,2026-05-18,1163.52
551,276,7,2026-02-19,1266.37
552,276,48,2026-06-01,1266.38
553,277,16,2026-06-21,1816.56
554,277,9,2026-05-05,1816.55
555,278,64,2026-06-21,718.31
556,278,7,2026-02-08,718.31
557,279,41,2026-04-22,1005.2
558,279,31,2026-05-16,1005.19
559,280,31,2026-03-03,924.45
560,280,41,2026-03-23,924.45
561,281,25,2026-07-12,938.4
562,281,35,2026-07-05,938.39
563,282,25,2026-05-18,837.45
564,282,16,2026-02-01,837.46
565,283,5,2026-06-13,1207.9
566,283,25,2026-05-09,1207.91
567,284,21,2026-01-23,1516.46
568,284,22,2026-06-18,1516.45
569,285,10,2026-02-21,866.54
570,285,68,2026-04-17,866.53
571,286,34,2026-01-04,496.37
572,286,55,2026-07-06,496.37
573,287,33,2026-04-23,704.11
574,287,32,2026-02-07,704.12
575,288,51,2026-05-21,1524.73
576,288,21,2026-03-13,1524.73
577,289,49,2026-03-11,1516.66
578,289,38,2026-05-19,1516.66
579,290,12,2026-06-25,1491.88
580,290,27,2026-01-05,1491.88
581,291,47,2026-05-03,1921.8
582,291,6,2026-01-23,1921.81
583,292,37,2026-01-21,990.64
584,292,5,2026-04-06,990.64
585,293,34,2026-04-23,1021.33
586,293,2,2026-06-07,1021.33
587,294,48,2026-04-06,405.52
588,294,39,2026-04-24,405.53
589,295,9,2026-03-16,542.5
590,295,7,2026-06-08,542.49
591,296,61,2026-06-10,1139.94
592,296,14,2026-02-17,1139.95
593,297,35,2026-05-22,1097.46
594,297,67,2026-04-26,1097.46
595,298,46,2026-07-25,1939.2
596,298,45,2026-03-06,1939.2
597,299,7,2026-06-15,1286.77
598,299,66,2026-02-03,1286.78
599,300,3,2026-02-16,483.6
600,300,52,2026-05-04,483.59
601,301,57,2026-07-07,1910.87
602,301,21,2026-07-06,1910.87
603,302,63,2026-05-26,765.79
604,302,36,2026-06-14,765.79
605,303,12,2026-06-01,1367.15
606,303,13,2026-02-27,1367.15
607,304,29,2026-04-26,651.9
608,304,5,2026-06-27,651.89
609,305,23,2026-05-13,497.77
610,305,40,2026-03-08,497.76
611,306,18,2026-02-08,1433.32
612,306,61,2026-06-03,1433.33
613,307,14,2026-04-01,1608.09
614,307,11,2026-05-13,1608.1
615,308,69,2026-05-14,468.82
616,308,18,2026-02-18,468.82
617,309,21,2026-01-18,1936.61
618,309,30,2026-04-21,1936.6
619,310,24,2026-07-06,976.5
620,310,52,2026-03-03,976.5
621,311,11,2026-04-09,1550.07
622,311,61,2026-06-20,1550.06
623,312,29,2026-07-26,1091.1
624,312,60,2026-06-10,1091.1
625,313,11,2026-03-06,1559.79
626,313,27,2026-02-23,1559.79
627,314,56,2026-06-07,463.75
628,314,13,2026-05-01,463.74
629,315,10,2026-01-25,673.51
630,315,42,2026-05-05,673.5
631,316,20,2026-02-04,558.38
632,316,1,2026-06-04,558.37
633,317,33,2026-04-28,1719.53
634,317,4,2026-04-17,1719.53
635,318,65,2026-06-01,1907.75
636,318,3,2026-06-27,1907.74
637,319,1,2026-05-11,1364.04
638,319,6,2026-05-28,1364.04
639,320,32,2026-03-18,1290.68
640,320,49,2026-04-25,1290.68
641,321,33,2026-01-22,1147.71
642,321,7,2026-03-13,1147.71
643,322,49,2026-01-24,1538.08
644,322,18,2026-04-28,1538.07
645,323,26,2026-01-05,500.9
646,323,26,2026-02-21,500.9
647,324,64,2026-05-03,1623.24
648,324,3,2026-02-01,1623.24
649,325,37,2026-02-22,1825.96
650,325,39,2026-06-19,1825.97
651,326,16,2026-03-04,734.76
652,326,34,2026-02-09,734.75
653,327,69,2026-03-18,1203.08
654,327,45,2026-07-21,1203.08
655,328,13,2026-02-20,780.29
656,328,68,2026-01-19,780.29
657,329,48,2026-06-18,768.27
658,329,57,2026-01-27,768.27
659,330,32,2026-07-03,1324.51
660,330,43,2026-02-17,1324.52
661,331,56,2026-02-23,1022.76
662,331,69,2026-02-02,1022.77
663,332,21,2026-03-16,1580.96
664,332,14,2026-04-01,1580.97
665,333,34,2026-01-15,468.93
666,333,34,2026-05-01,468.93
667,334,69,2026-03-13,892.68
668,334,30,2026-01-23,892.68
669,335,36,2026-07-28,767.04
670,335,12,2026-04-07,767.04
671,336,3,2026-04-06,456.17
672,336,13,2026-03-02,456.17
673,337,31,2026-03-06,1479.36
674,337,22,2026-05-18,1479.36
675,338,33,2026-04-09,598.84
676,338,15,2026-05-18,598.83
677,339,52,2026-05-19,1607.87
678,339,10,2026-07-09,1607.87
679,340,17,2026-02-15,689.62
680,340,41,2026-05-24,689.61
681,341,41,2026-05-15,405.25
682,341,58,2026-02-14,405.24
683,342,52,2026-03-15,952.88
684,342,52,2026-07-20,952.89
685,343,36,2026-01-05,1877.2
686,343,41,2026-06-02,1877.21
687,344,37,2026-01-05,1243.71
688,344,58,2026-02-17,1243.71
689,345,60,2026-06-26,967.5
690,345,34,2026-01-02,967.49
691,346,11,2026-03-27,1566.88
692,346,30,2026-03-28,1566.88
693,347,26,2026-06-06,1193.33
694,347,66,2026-06-19,1193.33
695,348,64,2026-06-01,1840.6
696,348,38,2026-04-22,1840.61
697,349,16,2026-06-21,1731.38
698,349,67,2026-03-06,1731.38
699,350,58,2026-04-06,1646.29
700,350,63,2026-02-19,1646.28
701,351,62,2026-03-21,633.58
702,351,3,2026-05-16,633.58
703,352,18,2026-07-07,571.04
704,352,51,2026-01-08,571.05
705,353,6,2026-05-24,1476.09
706,353,36,2026-05-24,1476.09
707,354,48,2026-01-16,668.93
708,354,24,2026-05-03,668.92
709,355,41,2026-02-15,1058.89
710,355,45,2026-05-17,1058.89
711,356,30,2026-01-12,1900.29
712,356,18,2026-02-21,1900.29
713,357,69,2026-03-01,1457.52
714,357,9,2026-02-22,1457.51
715,358,32,2026-01-15,512.44
716,358,21,2026-02-15,512.43
717,359,10,2026-02-01,1421.36
718,359,68,2026-05-08,1421.35
719,360,67,2026-05-16,1737.76
720,360,57,2026-04-28,1737.76
721,361,43,2026-04-22,885.53
722,361,23,2026-07-15,885.54
723,362,47,2026-06-25,881.79
724,362,13,2026-06-01,881.78
725,363,14,2026-01-09,844.4
726,363,29,2026-04-08,844.39
727,364,69,2026-07-23,1938.83
728,364,18,2026-04-04,1938.84
729,365,13,2026-03-24,1860.62
730,365,22,2026-02-01,1860.61
731,366,52,2026-04-07,1175.61
732,366,60,2026-05-20,1175.62
733,367,9,2026-05-12,1387.57
734,367,42,2026-01-13,1387.56
735,368,36,2026-01-27,421.19
736,368,37,2026-04-22,421.19
737,369,60,2026-01-27,1846.81
738,369,44,2026-03-04,1846.8
739,370,51,2026-03-23,933.26
740,370,66,2026-04-16,933.26
741,371,29,2026-02-23,1840.48
742,371,35,2026-03-16,1840.49
743,372,29,2026-06-05,603.99
744,372,48,2026-03-23,603.99
745,373,36,2026-01-06,456.77
746,373,5,2026-04-25,456.77
747,374,30,2026-01-10,1320.75
748,374,35,2026-06-01,1320.76
749,375,7,2026-01-26,749.09
750,375,32,2026-04-18,749.09
751,376,56,2026-06-03,964.91
752,376,54,2026-07-09,964.91
753,377,9,2026-04-25,1398.24
754,377,38,2026-02-13,1398.23
755,378,1,2026-07-21,1198.99
756,378,64,2026-04-08,1198.99
757,379,63,2026-01-12,1567.43
758,379,67,2026-05-10,1567.42
759,380,31,2026-05-24,764.59
760,380,43,2026-04-12,764.6
761,381,62,2026-03-01,1388.53
762,381,51,2026-05-23,1388.52
763,382,26,2026-07-26,1564.42
764,382,52,2026-02-02,1564.43
765,383,63,2026-02-24,597.52
766,383,60,2026-02-10,597.53
767,384,42,2026-05-17,485.91
768,384,17,2026-01-09,485.91
769,385,59,2026-03-08,925.45
770,385,38,2026-04-14,925.46
771,386,32,2026-03-26,835.99
772,386,27,2026-03-06,835.98
773,387,17,2026-03-02,1939.1
774,387,69,2026-07-22,1939.1
775,388,10,2026-02-04,915.66
776,388,16,2026-07-01,915.66
777,389,61,2026-01-11,1430.4
778,389,43,2026-06-24,1430.39
779,390,10,2026-06-01,931.04
780,390,32,2026-07-10,931.05
781,391,66,2026-02-27,1590.65
782,391,23,2026-01-01,1590.66
783,392,44,2026-06-01,605.43
784,392,22,2026-03-22,605.44
785,393,44,2026-06-02,1539.08
786,393,49,2026-01-20,1539.09
787,394,29,2026-07-22,1822.12
788,394,8,2026-04-01,1822.12
789,395,8,2026-07-26,1753.03
