Price_ID,Market_ID,Crop_ID,Price_Date,Price_per_KG
190,64,4,2025-04-23,112.27
191,79,8,2023-02-14,87.84
192,108,11,2024-06-10,90.28
193,109,48,2024-04-09,99.91
194,87,92,2025-05-11,99.74
195,102,26,2023-01-14,91.96
196,130,9,2024-02-25,28.15
197,52,40,2024-02-02,31.26
198,57,34,2024-08-27,75.29
199,127,79,2024-01-19,43.45
200,125,54,2023-04-26,106.38
201,38,51,2023-04-22,41.04
202,37,54,2023-04-17,104.34
203,48,51,2025-07-09,41.6
204,81,94,2023-08-20,28.81
205,43,43,2024-01-26,31.88
206,135,96,2025-08-15,56.51
207,97,48,2024-11-10,78.82
208,28,1,2023-06-10,57.53
209,90,54,2023-09-11,75.05
210,54,49,2024-12-31,124.4
211,80,56,2023-06-29,33.88
212,122,26,2025-02-02,90.58
213,115,25,2024-10-24,103.94
214,122,4,2025-04-21,100.48
215,104,6,2025-02-08,23.16
216,17,8,2024-06-10,82.79
217,17,78,2024-11-25,107.25
218,86,79,2023-03-31,40.94
219,82,36,2024-09-01,16.41
220,17,4,2024-04-23,102.32
221,120,100,2025-03-02,37.73
222,111,64,2023-09-29,86.22
223,47,2,2024-09-13,32.67
224,39,78,2024-04-28,128.9
225,82,59,2025-01-11,89.1
226,21,66,2024-02-09,78.84
227,41,32,2025-04-15,21.53
228,9,62,2024-10-29,75.47
229,110,14,2023-05-28,40.58
230,22,27,2023-07-17,27.73
231,115,23,2024-04-24,70.97
232,118,80,2024-04-26,124.62
233,32,100,2024-08-24,28.56
234,146,35,2025-02-02,66.45
235,67,26,2025-06-18,86.59
236,63,31,2023-11-11,75.82
237,149,25,2024-10-30,102.08
238,65,32,2025-11-05,19.94
239,26,84,2025-08-08,90.56
240,27,1,2025-08-30,55.19
241,60,58,2025-02-04,24.88
242,76,30,2023-09-02,78.1
243,150,25,2023-06-03,117.37
244,46,58,2024-06-16,29.62
245,2,14,2024-12-17,37.41
246,95,44,2023-10-17,67.54
247,66,5,2024-02-21,24.66
248,84,53,2025-01-31,87.6
249,80,10,2024-02-21,57.44
250,127,71,2025-09-17,45.23
251,26,51,2023-11-13,35.97
252,24,84,2023-12-02,80.43
253,70,53,2024-08-03,81.67
254,107,7,2024-10-01,113
255,92,54,2025-05-02,85.12
256,94,83,2024-02-08,26.02
257,104,27,2023-01-13,30.09
258,41,55,2023-08-21,89.08
259,104,74,2025-01-16,74.04
260,42,17,2023-01-31,65.58
261,37,83,2025-03-23,26.18
262,95,95,2025-10-30,66.89
263,90,37,2023-11-28,38.37
264,18,14,2025-02-24,47.38
265,51,39,2023-09-17,77.85
266,12,62,2024-10-06,67.68
267,100,12,2023-11-25,19.99
268,57,80,2025-04-08,121.45
269,51,61,2024-01-10,22.83
270,11,52,2025-11-26,23.33
271,92,16,2023-11-03,21.53
272,50,6,2023-03-20,26.33
273,83,16,2025-03-09,28.86
274,141,81,2024-09-19,99.41
275,79,75,2024-05-25,66.91
276,95,58,2025-10-28,23.81
277,6,1,2025-09-29,49.43
278,115,98,2025-07-27,112.43
279,122,52,2023-08-08,23.02
280,92,56,2025-01-18,36.01
281,114,65,2025-11-10,38
282,11,82,2023-09-24,35.65
283,81,100,2025-11-13,27.26
284,130,49,2023-10-06,90.1
285,17,79,2023-08-13,33.47
286,126,37,2023-12-05,42.71
287,57,9,2024-12-19,27.51
288,65,21,2024-10-25,25.01
289,71,59,2023-10-22,68.89
290,123,27,2024-06-22,30.61
291,61,41,2025-02-01,48.14
292,47,52,2023-11-27,27.39
293,72,87,2024-11-02,73.41
294,44,34,2023-08-24,83.97
295,13,82,2025-01-06,49.89
296,116,72,2025-12-03,71.71
297,27,33,2025-03-18,104.98
298,96,34,2025-02-08,106.08
299,148,19,2025-01-07,23.22
300,21,57,2024-04-16,62.11
301,13,38,2025-11-22,17.24
302,150,85,2024-10-02,46.38
303,9,29,2023-11-02,85.01
304,111,54,2025-11-15,75.16
305,13,17,2025-09-27,57.09
306,12,3,2023-04-22,63.16
307,91,39,2023-08-06,77.23
308,137,29,2025-04-26,109.29
309,35,27,2025-01-20,31.99
310,122,21,2023-10-03,20.04
311,63,91,2023-11-02,44.44
312,17,82,2023-10-24,44.83
313,70,52,2024-06-25,29.42
314,15,83,2024-12-18,24.85
315,149,57,2025-11-26,62.9
316,64,22,2023-01-01,76.63
317,137,4,2025-04-11,104.76
318,41,8,2023-08-03,67.33
319,142,85,2024-02-08,51.29
320,52,67,2025-11-04,91.7
321,107,79,2023-12-24,38.27
322,17,39,2023-04-10,107.82
323,123,92,2023-01-14,90.43
324,112,96,2025-08-10,55.87
325,116,23,2024-04-07,85.74
326,67,30,2023-03-21,100.15
327,68,92,2023-04-18,100.72
328,142,87,2025-06-12,81.57
329,134,34,2024-08-28,81.42
330,56,11,2025-11-05,73.17
331,67,31,2024-02-20,107.98
332,84,25,2025-03-07,127.21
333,62,49,2025-08-19,104.58
334,136,90,2023-01-14,80.15
335,112,93,2024-04-23,26.23
336,79,28,2025-03-12,50.98
337,20,73,2023-12-18,76.45
338,7,15,2023-08-07,18.45
339,42,45,2023-10-18,26.79
340,8,6,2023-10-11,22.64
341,11,90,2023-05-19,78.31
342,17,76,2025-01-14,52.26
343,137,86,2023-05-16,97.74
344,99,14,2024-05-19,44.41
345,29,5,2023-03-12,26.49
346,23,97,2024-08-11,32.36
347,34,13,2024-02-24,82.3
348,87,55,2024-06-18,90.81
349,66,37,2023-04-10,50.68
350,95,42,2025-10-28,60.43
351,74,80,2023-03-05,120.57
352,8,56,2025-11-28,39.63
353,89,61,2023-04-09,26.97
354,56,92,2023-07-06,93.43
355,74,22,2025-06-12,78.75
356,52,37,2023-04-21,41.83
357,126,13,2025-10-03,72.96
358,48,64,2024-12-12,101.8
359,132,34,2023-11-22,76.43
360,55,90,2024-04-19,80.17
361,29,82,2023-06-15,49.35
362,144,14,2024-10-30,36.18
363,103,51,2023-06-26,37.08
364,7,48,2024-02-27,92.77
365,110,70,2025-10-23,89.91
366,60,59,2023-09-17,71.78
367,9,45,2024-10-31,28.11
368,116,85,2024-10-24,44.51
369,113,89,2024-06-10,111.98
370,33,43,2025-08-04,31.09
371,61,65,2024-01-28,39.62
372,40,93,2023-11-16,22.87
373,84,78,2025-12-05,105.58
374,61,42,2024-01-23,65
375,27,22,2023-07-28,77.12
376,39,19,2024-09-10,22.2
377,112,36,2024-02-06,20.12
378,28,36,2024-02-27,25.65
379,119,5,2023-01-26,22.51
380,112,89,2024-03-31,117.34
381,76,60,2023-02-15,107.88
382,104,1,2024-05-11,65.46
383,111,90,2025-05-12,80.68
384,150,30,2024-01-07,94.14
385,117,56,2024-10-03,33.33
386,26,54,2024-05-11,102.51
387,41,33,2025-05-17,91.32
388,6,80,2025-04-18,117.55
389,47,84,2024-11-02,85.19
390,100,63,2023-08-06,17.66
391,140,28,2023-11-26,39.72
392,52,67,2024-12-14,88.07
393,148,59,2024-02-24,100.25
394,132,3,2025-01-27,66.73
395,106,95,2025-07-24,72.67
396,48,51,2025-11-18,37.86
397,32,94,2024-12-29,29.84
398,65,36,2025-02-21,22.51
399,4,10,2025-05-07,71.82
400,91,75,2024-06-27,54.37
401,78,95,2025-03-31,100.41
402,135,29,2025-03-13,104.98
403,43,17,2023-05-22,78.46
404,50,61,2024-04-07,25.99
405,38,46,2025-04-26,99.9
406,76,98,2023-09-14,104.77
407,121,46,2024-04-16,89.86
408,97,88,2024-06-03,68.42
409,48,62,2023-01-06,96.26
410,72,46,2024-05-16,95.45
411,83,62,2025-09-20,74.13
412,22,85,2025-01-12,49.02
413,78,50,2023-04-27,106.79
414,145,42,2023-10-15,60.45
415,89,82,2023-01-31,52.36
416,54,10,2024-08-23,51.89
417,26,75,2023-10-20,58.49
418,48,100,2025-07-14,33.08
419,40,27,2025-04-04,33.78
420,43,79,2023-07-05,38.22
421,141,82,2024-08-31,37.15
422,55,68,2023-06-11,90.63
423,113,86,2023-08-28,73.1
424,68,54,2024-04-24,107.2
425,122,64,2023-04-30,100.49
426,37,90,2025-10-03,61.36
427,43,70,2023-01-14,107.11
428,83,60,2025-10-16,94.88
429,120,48,2025-05-22,86.57
430,20,24,2025-01-08,21.82
431,8,3,2023-04-04,77.71
432,85,13,2025-11-11,71.58
433,37,5,2024-03-12,24.89
434,33,44,2023-07-13,86.19
435,94,44,2025-08-29,78.89
436,142,99,2024-03-07,59.74
437,88,55,2024-05-30,106.14
438,75,38,2024-12-28,21.22
439,104,43,2025-10-28,32
440,130,45,2024-02-21,32.13
441,31,43,2024-01-29,32.27
442,77,17,2023-06-29,75.85
443,11,52,2025-04-11,30.33
444,13,52,2024-09-07,22.49
445,12,25,2025-08-30,106.74
446,16,65,2025-02-09,45.61
447,22,28,2023-03-22,48.2
448,118,81,2023-12-23,106.28
449,47,5,2025-05-13,24.64
450,4,48,2023-10-12,79.42
451,144,91,2024-06-12,56.19
452,48,54,2023-03-12,97.2
453,111,73,2023-04-22,95
454,134,6,2023-09-01,22.44
455,108,74,2025-04-08,83.25
456,4,88,2025-03-03,64.65
457,40,61,2025-04-24,24.51
458,22,83,2025-08-25,20.64
459,39,81,2023-02-01,124.17
460,3,88,2023-09-07,55.5
461,23,28,2023-09-06,34.75
462,5,36,2024-05-11,22.7
463,48,7,2025-01-19,135.4
464,38,94,2023-06-22,30.2
465,143,91,2025-10-17,43.87
466,66,7,2023-03-07,121.26
467,4,84,2023-06-13,88.39
468,80,94,2023-12-06,29.55
469,125,78,2023-05-03,123.19
470,148,94,2025-06-17,31.62
471,43,19,2023-08-28,19.72
472,42,81,2025-05-05,121.11
473,116,35,2024-11-14,57.55
474,16,80,2024-11-11,102.69
475,4,20,2024-09-24,39.89
476,64,49,2025-03-04,135.12
477,60,58,2024-08-03,24.88
478,83,34,2024-07-02,85.6
479,11,37,2023-10-16,38.77
480,147,19,2024-07-14,24.98
481,141,88,2025-10-20,47.85
482,22,70,2025-09-19,103.39
483,52,97,2024-04-24,37.29
484,15,87,2025-03-20,86.55
485,53,33,2023-01-20,94.97
486,118,70,2023-06-29,118.88
487,91,99,2023-05-09,57.74
488,149,67,2024-06-15,117.87
489,134,42,2025-09-03,60.22
490,52,25,2024-03-11,121.56
491,47,90,2024-08-16,65.27
492,145,46,2025-04-04,104.06
493,39,32,2023-04-02,27.79
494,127,48,2023-08-06,79.58
495,119,11,2023-11-16,81.67
496,8,45,2024-07-28,29.32
497,6,13,2023-03-10,83.43
498,145,63,2024-03-13,23.34
499,72,55,2023-07-18,98.03
500,34,33,2023-03-19,94.17
501,47,49,2023-06-21,112.28
502,9,72,2025-01-27,87.11
503,118,63,2023-05-12,26.53
504,102,16,2023-07-04,23.87
505,145,30,2023-07-03,103.35
506,130,51,2024-01-10,36.46
507,41,48,2024-04-26,100.51
508,57,23,2023-03-21,85.62
509,91,8,2023-02-26,93.54
510,13,34,2025-11-17,83.38
511,124,8,2023-07-26,72.58
512,2,26,2024-09-03,76.67
513,113,98,2023-08-04,101.07
514,96,33,2025-03-09,91.28
515,124,49,2023-12-12,111.94
516,37,87,2023-01-26,83.15
517,50,5,2023-11-18,19.9
518,57,10,2025-02-03,71.5
519,36,100,2025-07-04,37.29
520,99,3,2023-06-03,70.74
521,87,42,2024-04-23,76.71
522,94,19,2024-11-10,19.55
523,15,24,2025-07-13,21.71
524,38,57,2023-11-02,54.67
525,106,32,2023-11-15,18.39
526,147,38,2024-11-16,19.86
527,67,63,2023-08-12,19.92
528,124,15,2023-11-11,18.73
529,15,81,2024-03-08,128.12
530,74,16,2024-06-11,28.12
531,94,56,2024-06-19,43.46
532,61,13,2025-03-10,80.73
533,42,8,2024-08-24,67.55
534,5,57,2025-11-05,54.11
535,36,57,2023-01-04,66.79
536,135,37,2024-01-16,43.16
537,11,53,2024-03-23,91.32
538,47,18,2024-01-04,70.24
539,59,92,2023-12-26,88.95
540,21,12,2025-10-11,19.6
541,45,27,2023-10-08,27.02
542,50,75,2024-09-22,48.02
543,17,89,2025-11-30,101.53
544,15,67,2024-12-12,95.03
545,127,12,2023-02-01,23.42
546,123,18,2024-06-29,63.48
547,145,47,2023-03-17,56.2
548,96,74,2023-01-10,73.08
549,115,67,2023-05-27,100.75
550,63,42,2025-02-20,73.9
551,16,38,2023-08-09,20.41
552,127,58,2025-11-17,22.87
553,138,18,2023-02-12,71.83
554,23,29,2024-01-09,88.53
555,80,33,2023-03-03,83.51
556,50,34,2023-02-06,96.7
557,148,60,2025-12-06,98.29
558,114,14,2024-12-19,43.64
559,46,6,2024-07-13,21.84
560,127,75,2025-10-22,58.14
561,29,16,2023-09-06,23.63
562,36,70,2024-04-10,138.06
563,38,86,2025-08-04,82.83
564,43,3,2025-03-07,73.37
565,135,5,2025-03-21,25.68
566,14,100,2025-01-13,33.44
567,62,43,2025-06-11,35.63
568,145,42,2025-03-31,81.45
569,14,42,2025-11-25,58.2
570,91,32,2025-05-14,23.75
571,3,47,2023-08-12,49.06
572,18,42,2025-06-05,69.33
573,6,29,2023-10-13,83.35
574,102,100,2025-07-18,32.72
575,11,5,2024-06-28,21.96
576,70,81,2023-03-15,123.65
577,65,16,2025-12-01,22.08
578,61,6,2024-08-11,19.59
579,89,83,2023-12-08,22.91
580,132,35,2023-06-23,63.72
581,137,19,2025-06-20,22.21
582,34,38,2025-04-12,22.48
583,71,32,2023-06-29,22.25
584,74,59,2024-03-29,97.07
585,52,71,2025-01-21,55.18
586,141,39,2025-09-05,73.15
587,80,4,2024-05-11,98.25
588,49,66,2025-02-23,97.27
589,102,2,2024-12-23,30.31
590,62,42,2024-10-28,58.86
591,73,28,2024-08-28,34.51
592,6,21,2023-05-17,29.09
593,90,57,2023-05-08,64.82
594,113,46,2023-08-12,79.79
595,40,54,2024-11-21,79.96
596,36,87,2024-02-19,87.95
597,71,67,2023-07-14,99.97
598,122,35,2023-09-18,54.7
599,27,1,2025-04-20,67
600,150,16,2025-10-16,21.39
601,147,20,2025-05-05,54.04
602,72,80,2023-08-16,90.12
603,116,89,2025-07-26,99.33
604,91,38,2024-12-23,18.51
605,143,77,2025-02-26,51.05
606,2,96,2025-10-20,57.08
607,77,24,2024-09-14,21.05
608,112,74,2025-02-11,77.68
609,23,43,2024-10-25,31.52
610,63,42,2024-02-23,79.95
611,3,4,2023-04-08,102.25
612,128,39,2024-10-01,78.55
613,112,67,2025-11-25,96.22
614,111,50,2025-08-08,88.27
615,90,58,2023-01-22,27.73
616,135,30,2023-07-22,89.41
617,129,52,2023-11-12,28.52
618,108,63,2025-04-02,25.08
619,88,89,2025-12-21,114.32
620,24,22,2025-01-12,83.08
621,20,40,2025-11-15,26
622,76,89,2024-12-04,110.04
623,131,54,2023-11-17,77.89
624,131,27,2025-10-31,27.83
625,106,24,2023-05-04,25.11
626,28,46,2023-03-28,105.38
627,3,1,2024-09-20,50.43
628,142,1,2024-09-15,47.03
629,26,76,2023-02-01,58.8
630,51,23,2025-10-16,61.71
631,146,35,2025-12-24,64.89
632,37,74,2024-02-11,78.94
633,32,19,2023-11-18,20.58
634,131,14,2023-03-01,40.92
635,44,67,2025-10-01,94.61
636,111,8,2023-01-26,86.91
637,149,42,2023-10-22,65.5
638,91,36,2023-12-13,17.61
639,26,75,2023-05-10,65.38
640,116,80,2025-02-28,104.63
641,57,51,2023-03-31,42.89
642,62,32,2024-04-01,21.72
643,45,41,2023-01-13,57.64
644,117,39,2025-05-06,98.4
645,127,9,2024-05-12,31.09
646,150,29,2025-04-26,96.29
647,125,3,2024-05-13,64.94
648,44,46,2025-02-15,88.63
649,75,51,2025-01-13,36.01
650,137,50,2024-11-18,93.92
651,17,16,2025-05-14,30.76
652,90,71,2024-05-16,55.4
653,120,37,2024-12-06,36.84
654,9,36,2023-02-21,23.13
655,40,31,2023-09-23,68.43
656,70,70,2023-09-19,96.62
657,120,31,2023-11-23,76.3
658,56,93,2025-04-09,26.46
659,149,27,2024-08-31,30.46
660,130,27,2024-04-10,34.16
661,34,91,2024-06-18,52.78
662,113,76,2025-01-23,54.72
663,104,78,2025-11-10,98.24
664,32,87,2025-11-16,63.65
665,70,95,2025-02-27,75.78
666,146,19,2024-09-28,18.46
667,23,89,2023-12-29,111.22
668,60,42,2024-01-21,69.53
669,28,9,2025-01-10,30.11
670,77,25,2023-05-15,138.94
671,23,29,2024-08-13,79.1
672,103,37,2024-12-29,41.24
673,119,100,2023-09-28,33.84
674,46,4,2025-01-20,106.69
675,90,53,2023-02-21,95.41
676,119,32,2025-03-31,24.87
677,26,24,2024-08-19,18.66
678,57,92,2023-03-24,102.99
679,42,56,2024-02-10,42.87
680,40,49,2023-03-22,127.73
681,46,73,2024-04-11,101.9
682,134,33,2025-06-09,94.17
683,148,45,2023-01-02,28.62
684,74,6,2023-04-07,29.12
685,29,5,2024-10-14,18.18
686,89,96,2023-06-26,70.34
687,101,96,2024-03-28,69.9
688,24,45,2025-05-18,31.8
689,88,89,2025-10-27,103.97
690,116,66,2023-04-22,90.73
691,53,55,2025-11-14,91.86
692,33,63,2024-01-23,20.5
693,144,34,2023-12-24,87.64
694,61,70,2024-06-17,106.84
695,16,22,2025-01-02,83.57
696,24,26,2024-09-28,70.3
697,125,86,2025-09-15,68.72
698,62,1,2025-11-21,52.1
699,35,83,2024-12-20,25.46
700,35,91,2023-10-18,45.94
701,62,43,2023-08-30,29.01
702,44,87,2023-11-14,71.91
703,119,99,2025-04-11,71.92
704,30,89,2024-08-15,84.75
705,125,27,2023-03-30,30.64
706,72,39,2024-02-08,82.67
707,80,58,2023-08-20,21.75
708,114,60,2025-01-13,103.2
709,143,10,2023-04-04,60.4
710,125,11,2024-11-10,88.67
711,145,34,2023-08-11,84.53
712,112,63,2024-01-24,23.64
713,83,2,2025-01-05,36.49
714,74,81,2024-05-29,123.72
715,21,18,2023-02-26,64.98
716,102,19,2024-08-29,19.49
717,135,88,2023-12-12,51.33
718,80,96,2024-10-31,56.54
719,92,41,2024-04-16,54.79
720,142,48,2024-06-03,83.4
721,11,14,2025-04-05,48.81
722,56,64,2025-05-16,103.11
723,41,39,2023-06-14,79.38
724,59,21,2023-10-11,23.57
725,103,12,2023-03-23,25.81
726,123,25,2024-03-23,137.44
727,1,5,2025-11-13,18.11
728,73,10,2023-04-24,66.6
729,108,44,2023-05-09,93.62
730,46,93,2023-12-03,22.34
731,2,57,2024-12-13,58.84
732,121,11,2024-10-24,76.32
733,110,69,2023-11-13,65.43
734,21,8,2024-11-09,73.9
735,77,73,2025-05-12,108.08
736,124,85,2023-10-08,44.37
737,88,68,2023-02-27,100.67
738,57,87,2025-07-05,82.01
739,38,85,2025-01-31,58.56
740,107,47,2025-12-21,51.14
741,113,51,2024-06-18,35.25
742,47,26,2023-08-18,76.46
743,65,84,2023-07-14,80.39
744,65,91,2025-09-29,42.43
745,118,29,2023-08-20,93.21
746,146,11,2025-04-15,103.98
747,113,18,2025-10-27,60.05
748,30,81,2025-11-21,92.08
749,101,70,2023-12-17,116.25
750,50,73,2025-08-31,79.96
751,36,48,2023-04-28,94.36
752,13,48,2023-03-27,85.2
753,55,59,2024-09-06,69.9
754,35,55,2023-06-29,98.84
755,52,73,2023-08-23,84.72
756,91,22,2025-01-21,89.24
757,88,98,2023-01-24,127.64
758,32,31,2025-02-02,92.15
759,135,46,2025-09-28,70.38
760,91,13,2024-12-29,76.42
761,29,5,2024-05-11,22.67
762,50,89,2025-07-03,92.49
763,149,57,2023-08-21,61.98
764,125,15,2023-06-01,21.35
765,48,20,2024-08-16,45.53
766,98,19,2024-05-27,25.48
767,69,57,2023-01-29,61.7
768,39,63,2025-10-24,20.29
769,9,5,2023-06-02,21.65
770,101,61,2023-11-21,21.18
771,115,51,2024-04-14,45.6
772,133,10,2025-01-09,58.81
773,56,40,2023-09-26,28.96
774,12,28,2023-12-14,42.84
775,120,43,2025-08-17,28.01
776,91,41,2023-01-13,49.56
777,124,43,2024-04-09,33.04
778,118,78,2023-04-03,137.31
779,37,35,2025-02-26,69.61
780,129,34,2024-12-31,94.03
781,136,75,2023-10-12,59.71
782,9,72,2023-07-15,80.41
783,110,82,2023-07-22,40.74
784,73,31,2023-10-17,79.96
785,78,98,2024-11-30,112.71
786,131,82,2024-05-17,46.4
787,141,92,2025-04-11,95.5
788,87,86,2024-10-23,80.1
789,124,65,2025-01-22,45.73
790,61,45,2023-11-05,24.07
791,2,86,2025-07-17,75.56
792,102,73,2024-09-11,83.08
793,17,19,2024-09-09,21.74
794,65,94,2024-11-28,25.72
795,49,75,2023-06-13,66.94
796,78,75,2024-12-24,68.1
797,92,100,2025-05-27,36.81
798,18,63,2024-10-15,21.63
799,71,33,2023-02-17,96.69
800,69,31,2023-02-11,94.28
801,103,58,2024-02-15,30.98
802,73,65,2023-07-23,36.1
803,15,17,2023-04-10,71.72
804,148,44,2023-10-07,68.65
805,70,69,2023-01-31,71.5
806,8,28,2024-10-20,37.93
807,7,84,2025-09-22,77.61
808,87,23,2023-04-28,83.61
809,12,12,2024-11-16,20.66
810,103,33,2025-08-06,86.3
811,7,41,2024-10-03,42.54
812,85,21,2023-07-11,23.04
813,54,19,2025-12-20,23.44
814,24,46,2025-01-10,87.55
815,138,88,2023-11-11,56.01
816,148,43,2024-04-16,39.75
817,67,92,2025-09-05,88.07
818,80,84,2025-07-17,81.92
819,93,67,2025-12-20,106.32
820,34,33,2023-01-19,91.53
